animal_id,f_e_antrum,ACh_antrum,cpm_clean,amplitude_clean,cpm_noisy,amplitude_noisy,baseline_cpm,baseline_amplitude
0,0.0,0.0,2.89963209507789,48.38114267701532,2.5158778520180816,48.49532077915395,2.89963209507789,48.38114267701532
0,0.10101010101010101,0.00010643400278596008,2.899636274294982,48.78329456351216,2.8943334992051386,49.01040769154828,2.89963209507789,48.38114267701532
0,0.20202020202020202,0.0016948412054551348,2.899698643285738,49.307013486560166,2.911744685273943,49.497813839258804,2.89963209507789,48.38114267701532
0,0.30303030303030304,0.008555904158149373,2.899968019999221,49.830312710542955,3.392616442496278,49.96059096080411,2.89963209507789,48.38114267701532
0,0.40404040404040403,0.026984341606833946,2.900691360476897,50.3198034355662,2.8622191675206725,50.25674958663813,2.89963209507789,48.38114267701532
0,0.5050505050505051,0.06576257004970666,2.902212550692568,50.76471259127709,2.9625220191592905,50.916506435375744,2.89963209507789,48.38114267701532
0,0.6060606060606061,0.13613336764130465,2.9049699183151585,51.16356040467949,2.89802756437411,51.00899536177197,2.89963209507789,48.38114267701532
0,0.7070707070707071,0.2517507019288817,2.9094914455097753,51.5188233467404,2.675755837985869,51.4714596253924,2.89963209507789,48.38114267701532
0,0.8080808080808081,0.42859613617076187,2.9163864865207128,51.83449404496342,3.144951049423717,51.7374213353976,2.89963209507789,48.38114267701532
0,0.9090909090909091,0.684846368528694,2.926332693573526,52.1149343279967,3.076719300110881,52.131309155873964,2.89963209507789,48.38114267701532
0,1.0101010101010102,1.0406761056011569,2.9400569081019396,52.36435010397617,3.098263297510549,52.827281817310876,2.89963209507789,48.38114267701532
0,1.1111111111111112,1.5179800556092504,2.9583090569299455,52.58657270578431,2.7764315659709977,52.213119667265964,2.89963209507789,48.38114267701532
0,1.2121212121212122,2.1399987926549344,2.9818286717707054,52.784990781418415,3.2623875339579254,52.92224281949332,2.89963209507789,48.38114267701532
0,1.3131313131313131,2.930836052622806,3.0113045584825144,52.962553893893606,2.7309343459240583,52.64001071965568,2.89963209507789,48.38114267701532
0,1.4141414141414141,3.914860089601171,3.0473293459110224,53.12180774523027,3.1647007646710765,53.02742137207238,2.89963209507789,48.38114267701532
0,1.5151515151515151,5.115989321809661,3.0903520100549176,53.264940824995,3.5284431352169134,53.48273094438847,2.89963209507789,48.38114267701532
0,1.6161616161616161,6.556872630520109,3.1406327534021443,53.39383258665129,2.9425254883760066,53.40668859047039,2.89963209507789,48.38114267701532
0,1.7171717171717171,8.257986942390332,3.198205490608312,53.51009859402214,3.0849459446877576,53.29454963843628,2.89963209507789,48.38114267701532
0,1.8181818181818181,10.236688209584601,3.2628533064510874,53.615130818312316,3.2827835794686155,53.47207007646032,2.89963209507789,48.38114267701532
0,1.9191919191919191,12.506265135685886,3.3341013678994513,53.71013263461121,3.2334062370762116,53.84605218439815,2.89963209507789,48.38114267701532
0,2.0202020202020203,15.075056038742296,3.41122986733312,53.7961487155129,3.1010971811198935,53.65007538916947,2.89963209507789,48.38114267701532
0,2.121212121212121,17.945695913618696,3.4933069157820467,53.87409029440265,3.5070195107432522,53.917382012319045,2.89963209507789,48.38114267701532
0,2.2222222222222223,21.114561009901234,3.579238420071055,53.944756356888306,3.366777677325834,53.95387072486907,2.89963209507789,48.38114267701532
0,2.323232323232323,24.571470650001544,3.6678295127313536,54.008851314252475,3.76254799885839,53.87853124473131,2.89963209507789,48.38114267701532
0,2.4242424242424243,28.29969022874776,3.7578506223496424,54.06699966942123,3.5739657755028817,54.49578848728629,2.89963209507789,48.38114267701532
0,2.525252525252525,32.276256413740136,3.8481010721869366,54.119758130127096,4.158087953190445,54.246541934590695,2.89963209507789,48.38114267701532
0,2.6262626262626263,36.47261798984316,3.9374641234285703,54.16762556818673,3.780813464961323,53.762597050855206,2.89963209507789,48.38114267701532
0,2.727272727272727,40.85555715604303,4.024949279340558,54.211051173149094,3.960536976099423,54.24834203610298,2.89963209507789,48.38114267701532
0,2.8282828282828283,45.3883304515183,4.109719922613684,54.25044110415602,4.272423366087618,54.11808381120234,2.89963209507789,48.38114267701532
0,2.929292929292929,50.031949575653215,4.191106470018308,54.286163905034954,3.9449336067315173,54.456650571994196,2.89963209507789,48.38114267701532
0,3.0303030303030303,54.74651276955976,4.2686068420542,54.318554913135344,4.314098828975026,54.1600507654488,2.89963209507789,48.38114267701532
0,3.131313131313131,59.49249810762918,4.3418770055222975,54.34791986099131,4.603305556378783,54.32497257269793,2.89963209507789,48.38114267701532
0,3.2323232323232323,64.2319402211201,4.410714677479619,54.37453784068247,4.089218030567373,54.47553529647856,2.89963209507789,48.38114267701532
0,3.3333333333333335,68.92942939810453,4.475039118917264,54.39866377336907,4.511965890623725,54.571814812203094,2.89963209507789,48.38114267701532
0,3.4343434343434343,73.55289355878129,4.534869479024013,54.42053050090105,4.5868460378736975,54.180471219489895,2.89963209507789,48.38114267701532
0,3.5353535353535355,78.07414599781924,4.590303548345182,54.44035059290865,4.746668122700644,54.37345034574046,2.89963209507789,48.38114267701532
0,3.6363636363636362,82.46920215996506,4.641498172292795,54.45831794174392,4.394108030117178,54.36332887951173,2.89963209507789,48.38114267701532
0,3.7373737373737375,86.7183850603238,4.688652046258986,54.474609199386826,4.424560723642131,54.34394335287208,2.89963209507789,48.38114267701532
0,3.8383838383838382,90.80625025941221,4.7319911971758675,54.48938509515132,4.836379510299247,54.84247594320754,2.89963209507789,48.38114267701532
0,3.9393939393939394,94.72136745564943,4.771757159388356,54.50279166074313,4.831154094034993,54.58378800293532,2.89963209507789,48.38114267701532
0,4.040404040404041,98.455997357246,4.8081976620999205,54.51496137977498,4.858296232169096,54.26278458890797,2.89963209507789,48.38114267701532
0,4.141414141414141,102.00570054404976,4.841559539971926,54.52601427194169,4.910849181871321,54.709586661352645,2.89963209507789,48.38114267701532
0,4.242424242424242,105.36891067390155,4.872083534817194,54.536058917312765,4.736078590501496,54.960490156715295,2.89963209507789,48.38114267701532
0,4.343434343434343,108.5464987131249,4.900000654276922,54.54519342319407,4.946451393709123,54.751686475304304,2.89963209507789,48.38114267701532
0,4.444444444444445,111.54134877638108,4.9255297765340424,54.55350633433021,4.984144271193779,54.2496323411394,2.89963209507789,48.38114267701532
0,4.545454545454545,114.3579603069088,4.948876226437084,54.561077486492096,4.80600594283181,54.46423067191885,2.89963209507789,48.38114267701532
